fedFemale1	fedFemale2	fedFemale3	fedFemale4	fedMale1	fedMale2	fedMale3	fedMale4	unfedFemale1	unfedFemale2	unfedFemale3	unfedFemale4	unfedMale1	unfedMale2	unfedMale3	unfedMale4
YQE_00091	42.0249819871777	49.4966915325803	43.4563428847623	39.3486140898512	42.473311193703	32.0154513566622	39.5713353130339	27.7279994959415	32.7274852078452	55.2051661622937	64.7544857904265	36.7429320243695	47.2629390170377	41.2854302219932	48.1673348350282	48.0240121712989
YQE_04210	0.540040656377284	0.468845521959489	0.15221135861563	0.062260465332043	0.202575411098743	0.133955863416997	0.140323884088773	0.622102552793558	0.27735156955801	1.46516080809879	0.0683064196101546	0.249951918533126	0.237502206115767	0.213086091468352	0.273678038835388	0.103055820110084
YQE_01522	5.40040656377284	6.83174903426684	5.25129187223923	8.34290235449376	9.99372028087131	11.7211380489872	10.8049390748355	8.97605111887848	7.62716816284528	6.33158777785548	3.96177233738897	4.49913453359627	10.5094726206227	12.731893965234	9.44189233982087	12.9335054238155
YQE_01523	5.59678498427367	18.1510194930031	5.17518619293142	11.642707017092	10.8715470622992	2.00933795125495	9.96299577030285	1.42194869209956	5.61636928354971	3.34893898994009	4.23499801582958	6.08216335097273	11.6376080996726	11.0272052334872	1.50522921359463	21.4356105828974
YQE_01524	2.602014071636	10.7834470050682	1.75043062407974	4.54501396923914	5.73963664779771	1.13862483904447	6.10408895786161	0.533230759537336	3.18954304991712	1.77912383840567	2.52733752557572	3.74927877799689	4.92817077690217	4.15517878363286	1.23155117475924	9.94488664062307
YQE_01525	15.612084429816	13.0606966831572	18.1892573545678	16.4990233129914	12.0869995288916	12.1899835709467	10.173481596436	13.9528715412269	17.6811625593231	22.9716283841203	14.6175737965731	16.3301920108309	15.3782678459959	15.129112494253	17.7206530145913	16.2828195773932
YQE_01526	0.245473025626038	0.133955863416997	0.0761056793078149	0.062260465332043	17.0838596693273	0.468845521959489	0.701619420443863	0.0888717932562226	0.416027354337015	0	0.136612839220309	0.416586530888543	98.1477866773409	82.1446882610497	0.136839019417694	42.9742769859049
YQE_01527	8.54246129178613	7.70246214647732	7.23003953424242	8.34290235449376	8.98084322537759	8.77410905381329	6.45489866808354	7.28748704701025	9.70730493453036	12.5585212122753	9.0164473885404	12.3309613143009	10.5688481721516	9.26924497887331	10.1260874369093	8.60516097919198
YQE_01528	14.0410570658094	4.1526317659269	0.913268151693779	1.93007442529333	1.21545246659246	0.602801385376486	1.05242913066579	0.799846139306003	2.08013677168508	24.0181718184766	1.09290271376247	1.74966342973188	1.4250132366946	1.70468873174682	1.1631316650504	0.824446560880669
YQE_01529	0.0981892102504152	0.40186759025099	0.15221135861563	0.311302326660215	0.202575411098743	0	0	0	0.346689461947513	0.313963030306883	0.341532098050773	0.166634612355417	0.712506618347302	0.745801320139232	0.0684195097088469	0.463751190495376
YQE_01530	6.48048787652741	4.82241108301189	4.71855211708453	5.41666048388774	5.94221205889645	6.89872696597533	4.42020234879633	5.06569221560469	7.41915448567677	10.0991441415381	7.513706157117	5.7488941262619	8.72820607475445	10.0150462990125	9.09979479127664	7.67765859820123
YQE_01531	13.5992056196825	12.8597628880317	14.383973389177	10.9578418984396	9.65609459570674	11.5202042538617	9.89283382825846	11.3755895367965	13.5902269083425	13.500410303196	11.4071720748958	11.0812017216353	11.4001058935568	11.4001058935568	12.6576092961367	10.8208611115588
YQE_01532	12.2245566761767	11.1853145953192	10.8070064617097	12.7633953930688	10.9390721993321	11.8550939124042	11.5065584952793	11.1089741570278	11.5794280290469	13.3957559597604	11.475478494506	10.7479324969244	10.8063503782674	10.4944900048163	10.1945069466182	11.0269727517789
YQE_01533	2.74929788701163	2.41120554150594	1.21769086892504	1.68103256396516	2.29585465911908	1.60747036100396	2.17502020337597	1.77743586512445	2.91219148035911	4.70944545460325	2.18580542752495	1.66634612355417	2.5531487157445	3.46264898636072	2.1894243106831	2.57639550275209
YQE_00162	4.86036590739555	6.63081523914134	4.64244643777671	5.97700467187613	9.11589349944342	2.21027174638045	6.6653844942167	0.622102552793558	5.4083556063812	4.08151939398948	6.21588418452407	6.58206718803899	8.31257721405186	7.56455624712649	2.87361940777157	10.3055820110084
YQE_01344	6.13682564065095	5.42521246838837	7.38225089285805	6.78639072119268	12.8297760362537	14.8691008392866	13.3307689884334	17.4188714782196	7.62716816284528	7.5351127273652	5.87435208647329	6.24879796332815	15.5563945005828	13.7973244225758	14.7101945874021	16.1282358472281
YQE_01345	5.44950116889805	4.0856538342184	5.17518619293142	4.73179536523527	5.06438527746857	5.02334487813738	5.05165982719581	4.88794862909224	6.37908609983423	5.80831606067734	4.16669159621943	5.58225951390648	5.70005294677842	5.11406619524045	6.63669244175815	5.0497351853941
YQE_04050	25.0873432189811	25.9874375028974	18.0370459959521	22.0402047275432	21.8106192616313	25.1837023223954	22.521983396248	30.1275379138595	11.3020764594889	11.9829223233794	9.0164473885404	10.4146632722136	9.55946379615964	9.64214563894293	11.4944776310863	8.19293769875165
YQE_04051	1.52193275888144	1.67444829271246	1.59821926546411	1.49425116796903	1.35050274065828	1.94236001954645	1.05242913066579	2.13292303814934	1.31741995540055	1.41283363638098	2.2541118471351	0.999807674132504	1.00938437599201	1.06543045734176	1.57364872330348	1.13361402121092
YQE_04052	8.19879905590967	7.43455041964332	6.69729977908772	6.72413025586064	8.23806671801554	8.2382856001453	7.71781362488249	7.55410242677892	7.69650605523478	7.06416818190487	10.1093501023029	8.49836523012629	8.13445055946503	7.93745690719611	8.34718018447932	7.93529814847644
YQE_04053	1.86559499475789	1.54049242929546	1.97874766200319	1.99233489062538	1.01287705549371	1.60747036100396	0.982267188621408	1.86630765838067	2.21881255646408	2.14541404043037	1.43443481181325	2.58283649150897	2.19689540657085	1.97104634608226	1.71048774272117	2.00958849214663
YQE_04054	15.9066520605673	20.428269171092	17.8848346373365	24.655144271489	13.1674017214183	15.1370125661206	13.1904451043446	15.4636920265827	17.6118246669336	15.8028058587798	22.4728120517409	23.9953841791801	15.2595167429381	16.3010859973289	17.0364579175029	16.5919870377235
YQE_04056	21.8470992807174	38.9141783226376	32.5732307437448	27.3946047460989	63.4061036739065	61.150851649859	98.3670427462295	106.201792941186	10.6780354279834	9.20958222233524	23.0875698282322	19.4129323394061	42.9878993069539	46.8256686001703	49.1936274806609	48.5392912718494
YQE_00969	0.883702892253737	1.40653656587847	1.5221135861563	0.871646514648602	2.29585465911908	1.94236001954645	1.5435627249765	2.31066662466179	3.12020515752761	0.784907575767208	1.77596690986402	1.58302881737647	4.33441526161275	3.24956289489237	2.80519989806272	2.42181177258696
YQE_03637	41.1903737000492	54.7209702058432	61.6456002393301	61.2020374213982	94.6027169831128	100.80178722129	79.563642278334	105.757433974905	54.8462728800965	29.512524848847	47.4729616290574	64.7375469000797	41.6816371733172	47.19856926024	50.6304371845467	42.3559420652443
YQE_03638	121.656431500264	150.231500822162	186.154491586915	180.804391324253	238.093633178056	243.129892101849	227.605339991989	285.278456352475	233.738035245013	129.928367375332	205.397403767735	205.710428952763	198.017464349021	219.745031826738	236.457825553775	208.378868262589
YQE_03639	22.1416669114686	25.7195257760634	18.8742084683381	19.5497861142615	20.0549656987755	18.3519532881286	20.4171251349164	20.0850252759063	27.9431706329695	28.2043455559017	25.205068836147	18.6630765838067	23.2158406478163	23.9189137673225	21.0732089903248	22.9299199744936
YQE_03640	32.5497231980127	43.6026335422325	46.043935981228	36.9827164072335	36.8011996829383	39.1151121177631	34.7301613119712	37.9482557204071	38.2745165990054	33.3847355559653	37.5002243659749	38.5759127602791	41.3253838641435	42.404132202202	40.0254131796754	40.655521033428
YQE_03641	30.4877497827539	35.9671493274636	31.0511171575885	28.9511163794	37.4764510532674	37.6415976201761	31.6430358620182	34.2156404036457	33.6288778089087	24.9600609093972	28.0056320401634	33.4935570834389	33.9034399230258	36.0115494581515	33.525559757335	26.8975690487318
YQE_03642	0.147283815375623	0.40186759025099	0.15221135861563	0.373562791992258	0.202575411098743	0.40186759025099	0.56129553635509	0.266615379768668	1.17874417062154	1.09887060607409	0.887983454932009	0.583221143243961	0.771882169876244	0.639258274405056	0.684195097088469	0.56680701060546
YQE_03643	27.7384518957423	23.6432098930999	21.9184356406507	20.4836930942421	17.1513848063602	19.222666400339	22.8727931064699	17.952102237757	18.9292446223342	33.8033529297078	21.3799093379784	19.3296150332284	16.2689011189301	15.715099245791	15.3943896844905	14.9946218260172
YQE_03644	49.5364565713345	46.1477949471554	45.8917246226124	50.9913211069432	48.6856238007312	46.0808170154469	48.5520638947153	47.901896565104	38.9678955229004	41.9663917176867	42.2816737386857	40.2422588838333	35.5065798143072	34.0937746349363	35.7834035777269	35.708841668144
YQE_03645	14.3356246965606	12.9937187514487	11.6441689340957	10.9578418984396	8.64321754021302	10.5155352782342	11.7170443214125	10.4868716042343	11.7874417062154	19.2563991921555	11.6120913337263	8.33173061777087	12.8251191302514	12.2524502594302	11.4944776310863	11.130028571889
YQE_03646	14.7774761426875	13.9314097953677	10.6547951030941	11.0201023637716	10.4663962401017	12.6588290929062	11.2960726691462	12.4420510558712	7.14180291611876	11.0410332324587	13.5246710828106	9.91475943514734	8.78758162628339	8.47017213586699	7.66298508739085	12.1605867729899
YQE_03647	61.4664456167599	70.6617179524658	62.7871854289473	69.4204188452279	81.6378906727933	76.8236876696477	72.9684197261617	59.7218450681816	48.7445383498203	51.5945913137645	59.4265850608345	59.8218258355948	54.4473807520397	47.5181983974425	54.8040272767864	54.3619451080691
