fedFemale1	fedFemale2	fedFemale3	fedFemale4	fedMale1	fedMale2	fedMale3	fedMale4	unfedFemale1	unfedFemale2	unfedFemale3	unfedFemale4	unfedMale1	unfedMale2	unfedMale3	unfedMale4
YQE_03648	28.5239655777456	38.9811562543461	35.9979863125965	40.7183443271561	43.0810374269993	43.3347218153985	34.519675485838	37.6816403406384	37.7198134598894	33.4893898994009	34.6996611619585	44.1581722741856	36.2190864326545	35.8517348895502	34.1413353447146	34.472171826823
YQE_03649	6.57867708677782	6.29592558059885	4.5663407584689	5.91474420654408	5.46953609966605	5.76010212693086	4.56052623288511	4.79907683583602	6.93378923895025	8.73863767687492	7.78693183555762	9.33153829190337	8.13445055946503	7.56455624712649	8.00508263593509	8.08988187864156
YQE_03650	33.2370476697656	30.2070472005328	31.7360682713588	30.383107082037	23.9038985096516	25.8534816394804	39.4310114289451	30.8385122599092	32.4501336382872	29.9834693943074	28.2105512989938	24.3286534038909	20.4845652774849	23.5460131072529	20.9363699709071	19.9928291013562
YQE_03651	3.8784738048914	1.80840415612946	1.75043062407974	1.12068837597677	1.21545246659246	1.13862483904447	1.5435627249765	1.42194869209956	1.52543363256906	5.86064323239516	1.29782197259294	1.58302881737647	1.72189099433931	1.49160264027846	0.957873135923856	1.80347685192646
YQE_03652	102.656819316809	91.2909209186833	103.80814657586	99.1809212739444	88.3228792390518	90.7550974650153	91.2806865997465	93.5819982988024	88.8911780433423	102.92754676894	97.4732607836906	92.8987963881452	88.1133184689497	81.3988869409105	86.8243578205267	99.7065059565059
YQE_03653	34.1698451671445	30.2740251322413	28.9962638162775	27.9549489340873	29.6435351574493	30.2070472005328	29.6785014847754	28.2612302554788	30.7860242209391	35.2161865660887	28.5520833970446	26.0783168336228	38.6534840453411	40.1134567189173	33.1834622087907	33.8023089961074
YQE_03654	54.8877685299821	45.0091701081109	41.0209611469123	40.0334792085036	38.556853245794	36.7039065762571	38.1680964721461	38.8369736529693	33.7675535936877	56.5656726269568	33.9482905462468	31.8272109598847	38.831610699928	36.3844501182211	35.5781450486004	34.575227646933
YQE_03655	0.83460828712853	0.602801385376486	0.60884543446252	0.62260465332043	1.01287705549371	0.870713112210479	0.280647768177545	0.888717932562226	0.416027354337015	0.575598888895953	0.887983454932009	0.499903837066252	1.36563768516566	2.50376157475314	0.205258529126541	1.5973652117063
YQE_03656	7.41328537390635	7.16663869280933	5.78403162739394	4.79405583056731	4.79428472933691	4.1526317659269	3.64842098630809	4.17697428304246	3.25888094230662	9.7851811112312	2.59564394518587	5.08235567684023	4.51254191619958	3.83554964643034	3.07887793689811	4.0707048943483
YQE_03657	34.7098858235218	26.1883712980229	24.3538173785008	25.4645303208056	26.5373788539353	26.3893050931484	23.7147364110026	24.2619995589488	28.2205222025275	41.2861384853552	28.1422448793837	25.3284610780234	25.1752338482713	24.4516289959934	25.5888966311087	25.2486759269705
YQE_03658	2.99477091263766	3.28191865371642	4.03360100331419	3.05076280127011	3.71388253681028	3.41587451713342	2.87663962381984	3.5548717302489	4.09093565098065	3.50592050509353	4.57653011388036	4.08254800270773	4.27503971008381	3.83554964643034	4.65252666020159	3.76153743401805
YQE_03659	37.4100891054082	33.1540761957067	29.3006865335088	33.9319536059634	28.4956078278898	26.5232609565654	30.1696350790861	28.9722046015286	35.4316630110358	46.7281643440078	37.8417564640256	36.5762974120141	38.1191040815807	33.880688543468	38.3149254369543	35.3996742078137
YQE_03660	17.6740578450747	16.3426153368736	17.6565175994131	24.0325396181686	23.1611220022896	18.820798810088	17.6808093951853	19.551794516369	20.7320298244613	25.6926413134466	19.1941039104534	22.9955765050476	20.9595696897165	18.8581190949491	21.8258235971222	24.3211735459797
YQE_03661	5.84225800989971	3.81774210738441	6.77340545839553	7.72029770117333	5.60458637373188	5.49219040009687	5.33230759537336	5.33230759537336	7.69650605523478	7.63976707080083	5.32790072959206	7.6651921683492	7.48131949264667	5.7533244696455	7.32088753884662	6.9047399473756
YQE_03662	43.0068740896819	53.0465219131307	42.6191804123764	52.7346141362404	49.4284003080932	50.0325149862483	49.8851407935586	45.3246145606735	69.9619334210081	58.3447964653625	64.3446472727656	58.3221143243961	48.7473278052613	58.8117612452651	51.7935688495971	53.8466660075187
YQE_03663	12.3227458864271	6.49685937572434	4.79465779639234	5.04309769189548	5.33448582560022	5.42521246838837	4.56052623288511	5.06569221560469	5.5470313911602	18.8901089901308	4.91806221193113	6.58206718803899	6.11568180748101	5.06079467237336	5.74723881554314	5.10126309544914
YQE_03664	48.0636184175783	54.0511908887582	50.0775369845422	53.668521116221	55.7757631891872	50.7022943033333	59.8481365638615	53.8563067132709	63.9295367831213	53.1644064652989	52.9374751978698	59.8218258355948	58.3067916014209	56.5743572848475	51.9988273787236	55.5470870393351
YQE_03665	29.9477091263767	22.5045850540555	21.0051674889569	21.666641935551	21.1353678913022	21.9687616003875	19.7856676565169	20.4405124489312	31.2713894676656	34.2742974751681	28.0056320401634	25.2451437718457	25.6502382605029	28.1273640738225	24.0152479078053	25.867010847631
YQE_03666	90.1376950098812	94.0370161187318	84.5534097109824	92.3322700874197	82.9208682764187	90.6881195333068	111.697811734663	98.8254341009195	88.8911780433423	91.363241819303	92.2136664737087	84.7337003827298	81.7601344553529	79.3745690719611	78.3403386166297	77.2403371725077
YQE_03667	15.2193275888144	13.9983877270762	12.1769086892504	14.0708651650417	14.2478039139449	12.0560277075297	10.4541293646136	13.6862561614583	14.4222816170165	21.925084949764	12.9782197259294	13.7473555193219	12.1719880634331	12.0393641679619	11.152380082542	12.8819775137604
YQE_03668	38.9811164694149	32.3503410152047	37.9006282952918	38.9127908325269	31.9393898165684	36.0341272591721	33.8882180074386	37.5038967541259	42.3654522499861	50.4433935359726	37.6368372051952	41.9919223135652	29.6877757644709	30.8442117400439	32.157169563158	34.9359230173183
YQE_03669	4.41851446126869	3.54983038055042	3.0442271723126	3.36206512793032	2.56595520725074	3.28191865371642	2.45566797155352	3.5548717302489	2.7041778031906	4.70944545460325	3.55193381972804	3.8325960841746	4.51254191619958	6.07295360684803	3.96833156311312	5.10126309544914
YQE_03670	8.19879905590967	7.36757248793482	5.32739755154705	8.77872561181806	6.27983774406102	7.50152835135182	5.89360313172845	10.2202562244656	3.32821883469612	4.23850090914292	4.91806221193113	3.99923069653002	4.98754632843112	4.68789401230374	4.31042911165735	3.65848161390797
YQE_03671	62.4483377192641	72.6710559037208	65.0703558081818	73.7786514184709	53.0747577078706	66.6430420499559	76.1257071181591	70.2087166724159	71.9727323003036	77.6535228292358	76.7764156418137	66.5705276359893	53.2598697214608	61.9547810944233	61.9196562865064	59.5662640236283
YQE_03672	1.08008131275457	0.267911726833994	0.45663407584689	0.186781395996129	0.202575411098743	0.200933795125495	0.0701619420443863	0.0888717932562226	0.0693378923895025	0.575598888895953	0	0	0.831257721405186	0.319629137202528	0	0.412223280440334
YQE_03673	100.447562086175	119.55560809967	98.2524319863891	102.978809659199	79.544611424773	101.404588606667	85.8080551202844	102.82466479745	105.185582754875	167.813239699029	166.940889527218	139.056584010596	175.751632525668	126.200237672131	150.933438417716	168.702377520207
YQE_03674	0.294567630751246	0.736757248793482	0.684951113770334	0.186781395996129	0.405150822197485	0.535823453667987	0.491133594310704	0.0888717932562226	1.17874417062154	0.994216262638464	1.09290271376247	0.833173061777087	0.65313106681836	0.692529797272144	0.615775587379622	0.56680701060546
YQE_03675	0.490946051252076	0.535823453667987	0.30442271723126	0.62260465332043	0.742776507362056	0.870713112210479	0.771781362488249	0.622102552793558	1.52543363256906	1.5174879798166	1.02459629415232	0.916490367954796	1.60313989128143	1.70468873174682	1.36839019417694	1.08208611115588
YQE_03676	15.9066520605673	14.8021229075781	19.4069482234928	18.864920995609	12.0194743918587	12.1899835709467	14.172712292966	11.6422049165652	24.0602486591574	45.7862752530872	41.6669159621943	38.90918198499	27.550255909429	24.238542904525	28.8046135874245	27.9796551598877
YQE_03677	27.8857357111179	32.8191865371642	25.0387684922711	27.2700838154348	29.7110602944823	24.5809009370189	31.2220642097519	31.0162558464217	27.2497917090745	28.1520183841839	29.7815989500274	28.4945187127764	29.2721469037683	29.5124236683667	27.2309648641211	31.1228576732452
YQE_03678	19.8342204705839	20.026401580841	18.2653630338756	22.4760279848675	22.3508203578946	20.2273353759665	19.1542101781174	19.6406663096252	21.7720982103038	28.1520183841839	23.9755532831643	23.8287495668247	23.3345917508741	23.3861985386516	26.4783502573237	22.8268641543835
YQE_03679	4.41851446126869	4.0856538342184	3.95749532400638	3.11302326660215	3.3087317146128	2.47818347321444	2.38550602950913	5.06569221560469	4.85365246726518	5.75598888895953	4.16669159621943	4.66576914595169	4.51254191619958	5.11406619524045	4.51568764078389	3.34931415357772
YQE_03680	18.5577607373285	20.160357444258	18.7219971097225	22.1024651928753	23.5662728244871	21.0310705564685	18.0316191054073	22.3956919005681	19.8306372233977	19.9889795962049	23.5657147655033	32.4104321031287	23.8689717146346	21.5216952383036	21.4153065388691	24.9395084666402
YQE_03681	34.5626020081462	52.3767425960458	67.2774205081084	47.1934327216886	38.8944789309586	56.6633302253896	71.3546950591408	38.4814864799444	118.637133878439	106.381140102316	154.099282640509	115.894372893193	141.254437087353	152.250012354137	213.947806859564	131.293114820246
YQE_03682	30.6350335981296	47.9561991032849	61.3411775220988	44.0804094550864	34.2352444756875	44.9421921764024	54.9368006207544	34.2156404036457	93.0514515867124	86.0781974758038	126.093650600345	99.2309116576511	113.941683384039	120.127284065283	175.290783874066	122.687953841055
YQE_03683	279.790154608558	397.112157099687	371.091292304906	329.420122071839	308.589876240418	224.510027086887	358.738009672947	304.9191226621	276.103487494999	153.004650102888	262.774796240265	273.364081569062	296.580879887064	315.154329281693	323.419022393719	321.894854113846
YQE_03685	8.44427208153571	5.09032280984588	34.3236613678245	29.7605024287165	11.5467984326283	21.232004351594	6.24441284195038	7.64297422003514	69.6152439590605	110.358005152869	129.508971580853	124.476055429497	104.38221958788	75.9651916084675	107.144952204054	125.315877253862
YQE_03686	0.19637842050083	0	0	0	0	0	0	0	0.27735156955801	0.680253232331581	0	0	0.0593755515289418	0	0	0
YQE_03688	0	0	0.0761056793078149	0	0	0.0669779317084984	0	0	0	0	0	0	0.65313106681836	0.639258274405056	0	0.412223280440334
YQE_03689	86.7992618613671	94.1709719821488	100.078968289777	86.5420468115397	81.1652147135629	77.6944007818581	105.102589182491	97.5812289953324	95.062250466008	80.0605727282553	98.3612442386226	83.233988871531	78.3163524666743	84.1157346071319	73.7562314661369	72.0875461670035
YQE_03690	0	0.0669779317084984	0	0.124520930664086	0.202575411098743	0.200933795125495	0.210485826133159	0	0.208013677168508	0	0.136612839220309	0.166634612355417	0.356253309173651	0.585986751537968	0.0684195097088469	0.257639550275209
YQE_03691	0.441851446126869	0.334889658542492	0.30442271723126	0.373562791992258	0.675251370329142	0.133955863416997	0.210485826133159	0.266615379768668	0.762716816284528	0.104654343435628	0.819677035321855	0.416586530888543	0.415628860702593	0.585986751537968	0.273678038835388	0.0515279100550418
YQE_03692	14.188340881185	16.0747036100396	15.9821926546411	15.3783349370146	17.0163345322944	14.3332773856187	16.6985422065639	16.2635381658887	14.907646863743	12.087576666815	12.6366876278786	15.9969227861201	12.1126125119041	12.1991787365631	12.7260288058455	13.7064240746411
YQE_03693	166.185238348828	182.380908042241	359.218806332887	450.516727142663	336.342707560946	309.304088629846	191.121130128908	265.460046456337	106.017637463549	56.8796356572637	109.085352117417	177.215910239986	136.979397377269	105.477615276834	192.190402772151	95.7388568822676
YQE_03694	101.576738004055	114.465285289824	103.503723858628	113.189525973654	119.587017685291	108.37029350435	110.996192314219	108.068100599567	97.7664282691986	85.8165616172148	104.235596325096	105.063123090091	116.613583202842	107.981376851587	98.3872549613218	104.24096204135
YQE_03695	19.8342204705839	18.2179974247116	18.493680071799	18.802660530277	18.2317869988868	17.5482181076266	18.1017810474517	19.6406663096252	24.2682623363259	24.1228261619122	22.1995863733002	20.4960573197163	25.4721116059161	26.7423044792782	20.4574334029452	20.6626919320718
YQE_03696	0.490946051252076	0.200933795125495	0.60884543446252	0.373562791992258	7.02261425142308	0.937691043918978	0.631457478399476	0.622102552793558	1.24808206301105	0.575598888895953	0.7513706157117	1.58302881737647	45.1254191619958	34.6264898636072	1.23155117475924	24.5788130962549
YQE_03698	27.4438842649911	28.6665547712373	29.0723694955853	28.3907721914116	25.3219263873428	25.5185919809379	29.608339542731	23.7287687994114	35.5010009034253	36.6813473741875	38.8663527581779	39.4924031282339	25.531487157445	29.08625148543	24.6994430048937	29.5254924615389
YQE_03699	18.9505175783301	23.8441436882254	19.5591595821084	17.9310140156284	15.5983066546032	17.7491519027521	19.7155057144725	16.1746663726325	25.3083307221684	19.8319980810515	19.2624103300636	20.2461054011832	18.9408009377324	18.751576049215	16.1470042912879	18.6015755298701
YQE_03700	101.62583260918	121.631923982633	117.431063171958	114.621516676291	94.7377672571787	98.8594272017436	126.221333737851	107.623741633286	126.402977826063	98.8983545466682	115.301236301941	117.644036322925	96.010266822299	98.658860349847	91.4768844807283	107.538748284872
YQE_03702	0	0	0	0.062260465332043	1.55307815175703	0	0.0701619420443863	0	0.0693378923895025	0	0	0	7.77819725029138	5.64678142391133	0	4.74056772506384
YQE_03704	50.9111055148403	55.9935509083047	66.5924693943381	51.6761862255957	65.2292823737951	78.8330256209026	65.5312538694568	53.4119477469898	65.8709977700274	36.838328889341	48.9073964408707	53.0731240352004	58.7224204621235	62.966940028898	55.6250613932925	47.5602609808036
YQE_03705	0.883702892253737	1.00466897562748	0.60884543446252	0.62260465332043	0.810301644394971	0.937691043918978	0.491133594310704	0.799846139306003	1.66410941734806	1.72679666668786	1.22951555298278	0.999807674132504	1.12813547904989	0.905615888740496	1.1631316650504	0.824446560880669
YQE_03706	72.6109209801821	68.0495786158344	68.1906886598022	81.5612095849763	51.3191041450148	51.7739412106693	80.8967191771774	60.699434794	99.4998755789362	105.753214041702	96.4486644895382	73.3192294363837	54.9223851642712	62.4874963230942	60.9617831505826	56.0108382298304
YQE_03707	68.7815417804159	65.8393068694539	76.5623133836618	66.5564374399539	72.7920977214815	75.8190186940202	67.7062740728327	65.9428705961172	90.6939632454693	82.6769313141459	85.1781052538627	92.1489406325458	83.5414010012212	79.8007412548978	74.5772655826431	89.7100914058278
YQE_03708	128.431487007543	136.434046890211	161.496251491183	129.003684167993	130.120939062426	140.251788997596	130.571374144603	129.041843808035	189.847149362458	154.679119597858	179.372657896266	185.964227388646	174.267243737444	160.666912967137	159.691135660449	183.542415616059
YQE_03709	0.0490946051252076	0.40186759025099	0.0761056793078149	0.062260465332043	0.135050274065828	0.133955863416997	0.350809710221931	0.177743586512445	2.7041778031906	1.04654343435628	0	0.166634612355417	0	0.053271522867088	0.205258529126541	0.309167460330251
YQE_03710	1.71831117938227	0.602801385376486	0.0761056793078149	0	0	0	0	0	0	2.61635858589069	0	0	0	0	0	0
YQE_03711	1.08008131275457	0.535823453667987	1.59821926546411	0.996167445312688	0.675251370329142	0.535823453667987	0.280647768177545	0.0888717932562226	0.762716816284528	0.627926060613767	0.819677035321855	1.99961534826501	0.65313106681836	0.213086091468352	0.615775587379622	0.412223280440334
YQE_03712	27.7875465008675	18.5528870832541	22.8317037923445	23.9080186875045	17.8266361766894	16.6105270637076	13.260607046389	13.0641536086647	31.2020515752761	41.0245026267661	26.7078100675704	33.0769705525504	22.503334029469	20.562807826696	20.0469163446921	20.6111640220167
YQE_03713	3.28933854338891	1.94236001954645	2.96812149300478	2.67720000927785	1.68812842582286	1.54049242929546	1.40323884088773	1.68856407186823	3.60557040425413	4.50013676773199	2.39072468635541	3.41600955328606	2.31564650962873	1.86450330034808	2.12100480097425	1.8550047619815
YQE_03715	17.2322063989479	16.5435491319991	15.9821926546411	17.8687535502963	15.5983066546032	13.3955863416997	18.171942989496	17.4188714782196	16.8491078506491	16.9016764648539	16.3252342868269	17.4966342973188	10.3907215175648	12.7851654881011	10.1945069466182	10.6147494713386
YQE_03716	247.682282856672	301.869538210202	253.355806415716	249.726726446824	257.000671547272	224.242115360053	282.892950322965	240.131585378313	220.910525152955	203.500370810578	262.228344883383	247.202447429262	204.489399465676	206.054250449896	197.800802568276	243.005623819577
YQE_03717	6.97143392777948	7.36757248793482	7.76277928939712	7.90707909716946	8.98084322537759	7.90339594160281	7.71781362488249	6.75425628747292	9.15260179541434	7.48278555564739	8.46999603165917	5.58225951390648	8.72820607475445	8.09727147579737	7.52614606797316	7.47154695798106
YQE_03718	3.8784738048914	4.42054349276089	6.24066570324083	3.98466978125075	6.07726233296228	7.97037387331131	5.89360313172845	5.68779476839825	8.04319551718229	3.4012661616579	5.46451356881237	7.33192294363837	5.52192629219159	6.39258274405056	5.81565832525199	5.10126309544914
YQE_03719	55.0350523453577	45.7459273569044	50.6863824190048	52.8591350669045	35.1130712571154	39.5169797080141	49.1133594310704	39.8145633787877	66.8417282634804	75.1941457584985	65.5058564061382	59.3219219985286	43.7597814768301	44.801350731221	47.825237286484	44.3140026473359
YQE_03720	870.005497423804	968.433914573178	708.467768676449	902.527705453295	568.764229228237	677.012933709502	536.879180523644	898.760445200179	222.089269323577	314.015357478601	309.906225771271	396.507060099716	517.517307126257	509.11594404076	609.891509544661	453.033385203927
YQE_03721	16.5939765323202	10.9174028684852	9.20878719624561	7.9693395625015	7.76539075878514	8.97504284893878	7.78797556692688	9.59815367167204	9.22193968780384	17.424948182032	6.69402912179515	6.41543257568357	8.49070386863868	7.88418538432902	5.74723881554314	6.08029338649493
YQE_03722	21.8961938858426	14.5342111807442	12.4813314064817	9.15228840381032	7.90044103285096	11.7211380489872	9.89283382825846	10.0425126379532	10.0539943964779	24.8554065659616	8.06015751399824	6.83201910657211	10.0344682083912	7.51128472425941	6.08933636408737	7.62613068814619
YQE_03723	38.1465081822863	40.990494205601	34.6280840850558	62.6340281240352	26.1997531687707	43.4686776788155	21.3993923235378	41.5919992439122	36.1250419349308	60.176247475486	41.8035288014146	36.5762974120141	43.4035281676565	43.7359202738792	64.2459196166072	48.2301238115191
YQE_03724	14.9738545631883	9.30993250748128	10.1981610272472	6.91091165185677	5.33448582560022	7.63548421476882	6.17425089990599	8.2650767728287	8.94458811824583	13.1341201011713	5.05467505115144	4.99903837066252	7.71882169876244	6.39258274405056	6.29459489321391	7.26543531776089
