gene1	gene2	SP
YQE_04856	YQE_03305	0.944
YQE_04856	YQE_07723	0.944
YQE_04856	YQE_07729	0.944
YQE_04856	YQE_09357	0.944
YQE_04856	YQE_09990	0.944
YQE_04856	YQE_02471	0.944
YQE_04863	YQE_04352	0.944
YQE_04873	YQE_09829	0.944
YQE_04878	YQE_04893	0.944
YQE_03923	YQE_09821	0.944
YQE_03923	YQE_00580	0.944
YQE_03923	YQE_08161	0.944
YQE_03925	YQE_03275	0.944
YQE_03473	YQE_03832	0.944
YQE_03475	YQE_06740	0.944
YQE_01235	YQE_04068	0.944
YQE_01235	YQE_00058	0.944
YQE_02003	YQE_12500	0.944
YQE_02009	YQE_04372	0.944
YQE_02011	YQE_02012	0.944
YQE_02011	YQE_01799	0.944
YQE_02011	YQE_08162	0.944
YQE_02012	YQE_05117	0.944
YQE_02012	YQE_07723	0.944
YQE_02012	YQE_11028	0.944
YQE_03018	YQE_09540	0.944
YQE_00653	YQE_03960	0.944
YQE_00653	YQE_00573	0.944
YQE_11471	YQE_06508	0.944
YQE_11471	YQE_02522	0.944
YQE_11473	YQE_08847	0.944
YQE_11473	YQE_05117	0.944
YQE_11473	YQE_04120	0.944
YQE_11474	YQE_06741	0.944
YQE_11474	YQE_09309	0.944
YQE_11486	YQE_09173	0.944
YQE_11486	YQE_09315	0.944
YQE_02955	YQE_07886	0.944
YQE_07852	YQE_01421	0.944
YQE_07852	YQE_04527	0.944
YQE_02272	YQE_05973	0.944
YQE_02272	YQE_00641	0.944
YQE_02272	YQE_09156	0.944
YQE_02275	YQE_05068	0.944
YQE_05089	YQE_09866	0.944
YQE_05089	YQE_08627	0.944
YQE_11501	YQE_03257	0.944
YQE_11501	YQE_09301	0.944
YQE_11501	YQE_05746	0.944
YQE_01328	YQE_11149	0.944
YQE_01328	YQE_00343	0.944
YQE_01797	YQE_10908	0.944
YQE_01797	YQE_01280	0.944
YQE_11859	YQE_02873	0.944
YQE_11884	YQE_10601	0.944
YQE_11890	YQE_11017	0.944
YQE_02408	YQE_07678	0.944
YQE_04058	YQE_10430	0.944
YQE_03633	YQE_02876	0.944
YQE_08839	YQE_09672	0.944
YQE_08840	YQE_04527	0.944
YQE_08847	YQE_00925	0.944
YQE_08850	YQE_05118	0.944
YQE_08850	YQE_02876	0.944
YQE_08858	YQE_07676	0.944
YQE_08858	YQE_07330	0.944
YQE_08858	YQE_02878	0.944
YQE_08869	YQE_03776	0.944
YQE_07789	YQE_12036	0.944
YQE_07809	YQE_09821	0.944
YQE_07809	YQE_02876	0.944
YQE_07809	YQE_11974	0.944
YQE_07809	YQE_09357	0.944
YQE_07827	YQE_09176	0.944
YQE_07827	YQE_12855	0.944
YQE_05115	YQE_00311	0.944
YQE_05115	YQE_01501	0.944
YQE_05117	YQE_07723	0.944
YQE_05117	YQE_09978	0.944
YQE_05118	YQE_10205	0.944
YQE_10040	YQE_11803	0.944
YQE_00187	YQE_01280	0.944
YQE_03256	YQE_09990	0.944
YQE_03262	YQE_07895	0.944
YQE_03269	YQE_06798	0.944
YQE_03280	YQE_12826	0.944
YQE_03305	YQE_02458	0.944
YQE_03308	YQE_00482	0.944
YQE_03309	YQE_12466	0.944
YQE_03309	YQE_01853	0.944
YQE_03309	YQE_02575	0.944
YQE_03310	YQE_09865	0.944
YQE_03310	YQE_00482	0.944
YQE_03312	YQE_06955	0.944
YQE_03329	YQE_07372	0.944
YQE_03329	YQE_10577	0.944
YQE_03329	YQE_07034	0.944
YQE_03329	YQE_00343	0.944
YQE_07372	YQE_05388	0.944
YQE_04546	YQE_03220	0.944
YQE_04553	YQE_09868	0.944
YQE_04553	YQE_03541	0.944
YQE_10545	YQE_02522	0.944
YQE_10552	YQE_10964	0.944
YQE_10566	YQE_05593	0.944
YQE_10567	YQE_00925	0.944
YQE_10577	YQE_07676	0.944
YQE_10577	YQE_08903	0.944
YQE_10577	YQE_10054	0.944
YQE_10577	YQE_08687	0.944
YQE_10599	YQE_08503	0.944
YQE_10628	YQE_05532	0.944
YQE_10633	YQE_12041	0.944
YQE_07671	YQE_02387	0.944
YQE_07676	YQE_01289	0.944
YQE_07676	YQE_00443	0.944
YQE_07676	YQE_12056	0.944
YQE_07678	YQE_11100	0.944
YQE_07678	YQE_09883	0.944
YQE_07678	YQE_12493	0.944
YQE_07678	YQE_09176	0.944
YQE_07678	YQE_12906	0.944
YQE_07678	YQE_08540	0.944
YQE_07689	YQE_02881	0.944
YQE_07689	YQE_04566	0.944
YQE_07723	YQE_02067	0.944
YQE_07723	YQE_04712	0.944
YQE_07723	YQE_04714	0.944
YQE_07723	YQE_05388	0.944
YQE_07729	YQE_05455	0.944
YQE_07729	YQE_02881	0.944
YQE_07729	YQE_11028	0.944
YQE_07729	YQE_09990	0.944
YQE_07745	YQE_00745	0.944
YQE_07750	YQE_12841	0.944
YQE_11100	YQE_04120	0.944
YQE_11100	YQE_11812	0.944
YQE_11100	YQE_08161	0.944
YQE_11100	YQE_04995	0.944
YQE_11111	YQE_06179	0.944
YQE_11119	YQE_06475	0.944
YQE_00410	YQE_00592	0.944
YQE_06508	YQE_09086	0.944
YQE_06751	YQE_06991	0.944
YQE_06798	YQE_02774	0.944
YQE_06814	YQE_07866	0.944
YQE_06814	YQE_12937	0.944
YQE_07863	YQE_02066	0.944
YQE_07873	YQE_05563	0.944
YQE_07895	YQE_10065	0.944
YQE_07897	YQE_08638	0.944
YQE_04978	YQE_04505	0.944
YQE_01871	YQE_03215	0.944
YQE_01970	YQE_12837	0.944
YQE_03140	YQE_10074	0.944
YQE_04452	YQE_05045	0.944
YQE_08903	YQE_12906	0.944
YQE_10533	YQE_08478	0.944
YQE_02619	YQE_08629	0.944
YQE_10951	YQE_04068	0.944
YQE_10951	YQE_06168	0.944
YQE_10951	YQE_09977	0.944
YQE_02060	YQE_12957	0.944
YQE_02063	YQE_09794	0.944
YQE_02063	YQE_06190	0.944
YQE_02067	YQE_08162	0.944
YQE_02067	YQE_11028	0.944
YQE_01799	YQE_04593	0.944
YQE_01799	YQE_09199	0.944
YQE_04083	YQE_04085	0.944
YQE_04083	YQE_12876	0.944
YQE_04091	YQE_09991	0.944
YQE_04115	YQE_02883	0.944
YQE_04116	YQE_09821	0.944
YQE_04116	YQE_09063	0.944
YQE_04116	YQE_12906	0.944
YQE_04116	YQE_00443	0.944
YQE_04125	YQE_05575	0.944
YQE_10054	YQE_05455	0.944
YQE_10062	YQE_09111	0.944
YQE_10064	YQE_08503	0.944
YQE_10077	YQE_09074	0.944
YQE_10078	YQE_07653	0.944
YQE_10078	YQE_12029	0.944
YQE_10078	YQE_12056	0.944
YQE_00416	YQE_00646	0.944
YQE_02885	YQE_09357	0.944
YQE_02885	YQE_08531	0.944
YQE_05454	YQE_09826	0.944
YQE_05454	YQE_12501	0.944
YQE_05455	YQE_06277	0.944
YQE_05455	YQE_09199	0.944
YQE_05455	YQE_01290	0.944
YQE_05455	YQE_05747	0.944
YQE_05456	YQE_02781	0.944
YQE_05460	YQE_05235	0.944
YQE_05460	YQE_05236	0.944
YQE_08443	YQE_09357	0.944
YQE_08443	YQE_06354	0.944
YQE_08443	YQE_09990	0.944
YQE_08446	YQE_12093	0.944
YQE_08449	YQE_08450	0.944
YQE_05982	YQE_06174	0.944
YQE_05985	YQE_10960	0.944
YQE_08648	YQE_09997	0.944
YQE_00507	YQE_00104	0.944
YQE_00507	YQE_00105	0.944
YQE_11075	YQE_00855	0.944
YQE_07046	YQE_11029	0.944
YQE_01501	YQE_08540	0.944
YQE_01502	YQE_00343	0.944
YQE_01502	YQE_12056	0.944
YQE_00223	YQE_11265	0.944
YQE_00223	YQE_11790	0.944
YQE_00223	YQE_05632	0.944
YQE_00223	YQE_08162	0.944
YQE_00223	YQE_02471	0.944
YQE_12551	YQE_08518	0.944
YQE_00301	YQE_00482	0.944
YQE_02390	YQE_12093	0.944
YQE_06937	YQE_01906	0.944
YQE_06957	YQE_08476	0.944
YQE_06991	YQE_10199	0.944
YQE_06991	YQE_12006	0.944
YQE_06993	YQE_01289	0.944
YQE_07011	YQE_06143	0.944
YQE_07012	YQE_06369	0.944
YQE_07019	YQE_05599	0.944
YQE_09813	YQE_02925	0.944
YQE_09813	YQE_12045	0.944
YQE_09821	YQE_09176	0.944
YQE_09821	YQE_09199	0.944
YQE_09821	YQE_01290	0.944
YQE_09863	YQE_09120	0.944
YQE_09865	YQE_08656	0.944
YQE_09865	YQE_08535	0.944
YQE_09866	YQE_12808	0.944
YQE_09866	YQE_12809	0.944
YQE_09868	YQE_12457	0.944
YQE_09868	YQE_10973	0.944
YQE_09875	YQE_02872	0.944
YQE_09877	YQE_05609	0.944
YQE_04593	YQE_00641	0.944
YQE_04593	YQE_05388	0.944
YQE_07320	YQE_12453	0.944
YQE_07320	YQE_05345	0.944
YQE_07321	YQE_12838	0.944
YQE_07330	YQE_00848	0.944
YQE_07330	YQE_00121	0.944
YQE_07330	YQE_08498	0.944
YQE_02881	YQE_09176	0.944
YQE_03891	YQE_10423	0.944
YQE_09459	YQE_12955	0.944
YQE_04640	YQE_04642	0.944
YQE_04641	YQE_04642	0.944
YQE_11265	YQE_05747	0.944
YQE_00376	YQE_01554	0.944
YQE_06367	YQE_05545	0.944
YQE_07544	YQE_03525	0.944
YQE_10014	YQE_10908	0.944
YQE_04305	YQE_00357	0.944
YQE_04314	YQE_11790	0.944
YQE_04319	YQE_04508	0.944
YQE_03527	YQE_03782	0.944
YQE_02760	YQE_05659	0.944
YQE_11136	YQE_02573	0.944
YQE_11140	YQE_12024	0.944
YQE_11803	YQE_08591	0.944
YQE_11812	YQE_00343	0.944
YQE_11812	YQE_02471	0.944
YQE_08656	YQE_12466	0.944
YQE_08656	YQE_09318	0.944
YQE_08656	YQE_08535	0.944
YQE_11162	YQE_12041	0.944
YQE_04172	YQE_00912	0.944
YQE_01421	YQE_08629	0.944
YQE_01421	YQE_04527	0.944
YQE_00977	YQE_01835	0.944
YQE_02743	YQE_12453	0.944
YQE_03773	YQE_03810	0.944
YQE_03781	YQE_06369	0.944
YQE_03781	YQE_09215	0.944
YQE_03781	YQE_01990	0.944
YQE_03784	YQE_00493	0.944
YQE_03809	YQE_12453	0.944
YQE_08624	YQE_11769	0.944
YQE_08638	YQE_08517	0.944
YQE_02922	YQE_12501	0.944
YQE_02922	YQE_10241	0.944
YQE_02924	YQE_06143	0.944
YQE_02925	YQE_10964	0.944
YQE_06369	YQE_10239	0.944
YQE_06370	YQE_06057	0.944
YQE_06116	YQE_05286	0.944
YQE_06143	YQE_10909	0.944
YQE_06155	YQE_05727	0.944
YQE_06174	YQE_05372	0.944
YQE_06175	YQE_02544	0.944
YQE_06238	YQE_12477	0.944
YQE_06253	YQE_02876	0.944
YQE_06253	YQE_02781	0.944
YQE_06253	YQE_02458	0.944
YQE_06261	YQE_09144	0.944
YQE_06276	YQE_00343	0.944
YQE_06277	YQE_02440	0.944
YQE_00150	YQE_09993	0.944
YQE_01841	YQE_04478	0.944
YQE_02729	YQE_12490	0.944
YQE_01906	YQE_09996	0.944
YQE_10419	YQE_10908	0.944
YQE_02872	YQE_10199	0.944
YQE_02876	YQE_07105	0.944
YQE_04770	YQE_10214	0.944
YQE_04770	YQE_09132	0.944
YQE_12476	YQE_05347	0.944
YQE_05545	YQE_05563	0.944
YQE_05561	YQE_12150	0.944
YQE_05587	YQE_09127	0.944
YQE_05632	YQE_05665	0.944
YQE_05632	YQE_02458	0.944
YQE_05656	YQE_08550	0.944
YQE_08160	YQE_07105	0.944
YQE_08161	YQE_04995	0.944
YQE_08161	YQE_06354	0.944
YQE_08162	YQE_02781	0.944
YQE_08162	YQE_06834	0.944
YQE_00105	YQE_02612	0.944
YQE_10208	YQE_01992	0.944
YQE_10224	YQE_09268	0.944
YQE_10228	YQE_01990	0.944
YQE_04995	YQE_02781	0.944
YQE_04995	YQE_00443	0.944
YQE_04995	YQE_00343	0.944
YQE_04995	YQE_02435	0.944
YQE_04517	YQE_00263	0.944
YQE_04517	YQE_01020	0.944
YQE_09056	YQE_09645	0.944
YQE_09065	YQE_02520	0.944
YQE_09096	YQE_10964	0.944
YQE_09131	YQE_12837	0.944
YQE_09156	YQE_12808	0.944
YQE_09167	YQE_12837	0.944
YQE_09173	YQE_09248	0.944
YQE_09173	YQE_09315	0.944
YQE_09176	YQE_02471	0.944
YQE_09207	YQE_05297	0.944
YQE_01289	YQE_12906	0.944
YQE_01289	YQE_07105	0.944
YQE_01290	YQE_05274	0.944
YQE_05235	YQE_00482	0.944
YQE_05246	YQE_08478	0.944
YQE_05249	YQE_11521	0.944
YQE_05322	YQE_11028	0.944
YQE_05322	YQE_08531	0.944
YQE_05386	YQE_00918	0.944
YQE_05388	YQE_12855	0.944
YQE_05388	YQE_09643	0.944
YQE_00891	YQE_01818	0.944
YQE_04689	YQE_12153	0.944
YQE_12818	YQE_10989	0.944
YQE_12886	YQE_05045	0.944
YQE_12906	YQE_12056	0.944
YQE_12913	YQE_03569	0.944
YQE_12939	YQE_09340	0.944
YQE_09012	YQE_12028	0.944
YQE_04566	YQE_12056	0.944
YQE_11512	YQE_02447	0.944
YQE_11554	YQE_02447	0.944
YQE_11974	YQE_02440	0.944
YQE_00343	YQE_06833	0.944
YQE_05045	YQE_02458	0.944
YQE_11015	YQE_08498	0.944
YQE_11021	YQE_11024	0.944
YQE_11028	YQE_09990	0.944
YQE_09357	YQE_09990	0.944
YQE_01028	YQE_08503	0.944
YQE_06354	YQE_02440	0.944
YQE_010000	YQE_08476	0.944
YQE_01208	YQE_08504	0.944
YQE_04530	YQE_02503	0.944
YQE_12020	YQE_12134	0.944
YQE_01227	YQE_01611	0.943
YQE_01227	YQE_04194	0.943
YQE_08171	YQE_04039	0.943
YQE_02175	YQE_10633	0.943
YQE_09560	YQE_09425	0.943
YQE_11743	YQE_00776	0.943
YQE_00823	YQE_06884	0.943
YQE_06336	YQE_01975	0.943
YQE_01030	YQE_02428	0.943
YQE_10691	YQE_09425	0.943
YQE_02428	YQE_07321	0.943
YQE_09703	YQE_02759	0.943
YQE_11636	YQE_07114	0.943
YQE_00015	YQE_12939	0.943
YQE_10794	YQE_03445	0.943
YQE_08954	YQE_03014	0.943
YQE_04471	YQE_01139	0.943
YQE_04194	YQE_00996	0.943
YQE_09425	YQE_05175	0.943
YQE_09425	YQE_04120	0.943
YQE_09425	YQE_00223	0.943
YQE_02759	YQE_04609	0.943
YQE_02759	YQE_01797	0.943
YQE_02759	YQE_08629	0.943
YQE_02759	YQE_00105	0.943
YQE_02759	YQE_00573	0.943
YQE_00942	YQE_01041	0.943
YQE_04786	YQE_04480	0.943
YQE_04789	YQE_01060	0.943
YQE_02235	YQE_11874	0.943
YQE_03445	YQE_00749	0.943
YQE_03014	YQE_04639	0.943
YQE_03014	YQE_00104	0.943
YQE_03014	YQE_00105	0.943
YQE_03014	YQE_00347	0.943
YQE_01060	YQE_02619	0.943
YQE_05115	YQE_01536	0.943
YQE_01941	YQE_12498	0.943
YQE_09276	YQE_09277	0.943
YQE_09277	YQE_10960	0.943
YQE_08471	YQE_08535	0.943
YQE_03681	YQE_00751	0.942
YQE_01227	YQE_04677	0.942
YQE_01047	YQE_03279	0.942
YQE_07781	YQE_08518	0.942
YQE_02168	YQE_06688	0.942
YQE_11732	YQE_10979	0.942
YQE_03618	YQE_07004	0.942
YQE_06614	YQE_11357	0.942
YQE_05698	YQE_10475	0.942
YQE_11357	YQE_00848	0.942
YQE_04471	YQE_08685	0.942
YQE_02903	YQE_01903	0.942
YQE_01868	YQE_05615	0.942
YQE_01868	YQE_05616	0.942
YQE_01868	YQE_05618	0.942
YQE_01868	YQE_05619	0.942
YQE_09425	YQE_00706	0.942
YQE_09425	YQE_04593	0.942
YQE_09425	YQE_05066	0.942
YQE_03948	YQE_07004	0.942
YQE_02758	YQE_02759	0.942
YQE_02758	YQE_00996	0.942
YQE_02405	YQE_03014	0.942
YQE_05211	YQE_00996	0.942
YQE_01742	YQE_00840	0.942
YQE_00392	YQE_00460	0.942
YQE_02561	YQE_11986	0.942
YQE_06142	YQE_10214	0.942
YQE_06142	YQE_09309	0.942
YQE_00162	YQE_05491	0.941
YQE_03649	YQE_01656	0.941
YQE_03650	YQE_07163	0.941
YQE_03665	YQE_01551	0.941
YQE_03665	YQE_02063	0.941
YQE_03676	YQE_08640	0.941
YQE_03676	YQE_09276	0.941
YQE_03676	YQE_09301	0.941
YQE_03681	YQE_05727	0.941
YQE_03685	YQE_03974	0.941
YQE_03685	YQE_03275	0.941
YQE_03685	YQE_03848	0.941
YQE_03712	YQE_03713	0.941
YQE_03719	YQE_10892	0.941
YQE_03729	YQE_09022	0.941
YQE_03729	YQE_11611	0.941
YQE_03733	YQE_11405	0.941
YQE_03733	YQE_10416	0.941
YQE_03733	YQE_08329	0.941
YQE_03733	YQE_05142	0.941
YQE_03733	YQE_05175	0.941
YQE_03733	YQE_00283	0.941
YQE_03733	YQE_05455	0.941
YQE_03733	YQE_00223	0.941
YQE_03733	YQE_00443	0.941
YQE_03743	YQE_12311	0.941
YQE_03743	YQE_10545	0.941
YQE_00419	YQE_06576	0.941
YQE_00419	YQE_08540	0.941
YQE_01505	YQE_08100	0.941
YQE_01505	YQE_08223	0.941
YQE_01505	YQE_04027	0.941
YQE_01505	YQE_09357	0.941
YQE_01218	YQE_09039	0.941
YQE_03054	YQE_09494	0.941
YQE_00673	YQE_08836	0.941
YQE_00673	YQE_03580	0.941
YQE_00673	YQE_06453	0.941
YQE_00673	YQE_05801	0.941
YQE_00673	YQE_11028	0.941
YQE_00565	YQE_06313	0.941
YQE_00565	YQE_08219	0.941
YQE_00565	YQE_01935	0.941
YQE_00565	YQE_11924	0.941
YQE_00565	YQE_02794	0.941
YQE_00565	YQE_05845	0.941
YQE_00565	YQE_07051	0.941
YQE_00691	YQE_01629	0.941
YQE_00691	YQE_05045	0.941
YQE_00497	YQE_04770	0.941
YQE_07056	YQE_04441	0.941
YQE_07056	YQE_07689	0.941
YQE_07060	YQE_01487	0.941
YQE_07060	YQE_06692	0.941
YQE_07060	YQE_05173	0.941
YQE_07060	YQE_11922	0.941
YQE_07060	YQE_08443	0.941
YQE_07060	YQE_08458	0.941
YQE_07060	YQE_12855	0.941
YQE_07060	YQE_02781	0.941
YQE_07060	YQE_12056	0.941
YQE_07070	YQE_05476	0.941
YQE_07075	YQE_03216	0.941
YQE_02265	YQE_01328	0.941
YQE_02266	YQE_02514	0.941
YQE_08164	YQE_12600	0.941
YQE_08164	YQE_06331	0.941
YQE_08164	YQE_06590	0.941
YQE_08164	YQE_07689	0.941
YQE_08167	YQE_09022	0.941
YQE_08167	YQE_04061	0.941
YQE_08167	YQE_01886	0.941
YQE_08167	YQE_03257	0.941
YQE_08169	YQE_09279	0.941
YQE_08171	YQE_06704	0.941
YQE_08171	YQE_11609	0.941
YQE_08171	YQE_07399	0.941
YQE_08171	YQE_11494	0.941
YQE_08171	YQE_08518	0.941
YQE_08173	YQE_08100	0.941
YQE_08173	YQE_00684	0.941
YQE_08173	YQE_03968	0.941
YQE_08173	YQE_03969	0.941
YQE_08173	YQE_07372	0.941
YQE_08173	YQE_00881	0.941
YQE_08173	YQE_00223	0.941
YQE_08173	YQE_08162	0.941
YQE_08173	YQE_11028	0.941
YQE_08177	YQE_10083	0.941
YQE_08177	YQE_05601	0.941
YQE_08177	YQE_10208	0.941
YQE_08183	YQE_05797	0.941
YQE_08183	YQE_12150	0.941
YQE_08188	YQE_09047	0.941
YQE_01078	YQE_00731	0.941
YQE_01078	YQE_01329	0.941
YQE_01078	YQE_11028	0.941
YQE_01078	YQE_02458	0.941
YQE_02722	YQE_05486	0.941
YQE_02722	YQE_05812	0.941
YQE_00138	YQE_06313	0.941
YQE_00138	YQE_08219	0.941
YQE_00138	YQE_01935	0.941
YQE_00138	YQE_11924	0.941
YQE_00138	YQE_02794	0.941
YQE_00138	YQE_05845	0.941
YQE_00138	YQE_07051	0.941
YQE_01712	YQE_02272	0.941
YQE_01712	YQE_12984	0.941
YQE_10395	YQE_08282	0.941
YQE_10397	YQE_12640	0.941
YQE_10397	YQE_08354	0.941
YQE_10397	YQE_07442	0.941
YQE_10397	YQE_09914	0.941
YQE_00457	YQE_04951	0.941
YQE_00457	YQE_05721	0.941
YQE_00457	YQE_12265	0.941
YQE_00457	YQE_07958	0.941
YQE_00457	YQE_00366	0.941
YQE_00457	YQE_07206	0.941
YQE_00457	YQE_11790	0.941
YQE_00457	YQE_06253	0.941
YQE_00457	YQE_00443	0.941
YQE_00457	YQE_09990	0.941
YQE_09022	YQE_05703	0.941
YQE_09023	YQE_01867	0.941
YQE_02397	YQE_03912	0.941
YQE_04997	YQE_01582	0.941
YQE_05001	YQE_06595	0.941
YQE_05001	YQE_06217	0.941
YQE_01566	YQE_06017	0.941
YQE_00076	YQE_00483	0.941
YQE_01515	YQE_04325	0.941
YQE_09920	YQE_02451	0.941
YQE_09922	YQE_06537	0.941
YQE_09922	YQE_09056	0.941
YQE_09922	YQE_09643	0.941
YQE_03148	YQE_03353	0.941
YQE_03148	YQE_11405	0.941
YQE_03148	YQE_01079	0.941
YQE_03148	YQE_10691	0.941
YQE_03148	YQE_00731	0.941
YQE_03148	YQE_07827	0.941
YQE_03148	YQE_06993	0.941
YQE_03148	YQE_09821	0.941
YQE_03148	YQE_06253	0.941
YQE_03148	YQE_11545	0.941
YQE_04206	YQE_05089	0.941
YQE_07761	YQE_05390	0.941
YQE_04947	YQE_06715	0.941
YQE_04947	YQE_10601	0.941
YQE_04947	YQE_09047	0.941
YQE_04950	YQE_09677	0.941
YQE_04951	YQE_07363	0.941
YQE_04951	YQE_12777	0.941
YQE_04951	YQE_09001	0.941
YQE_04951	YQE_03969	0.941
YQE_04951	YQE_03634	0.941
YQE_04951	YQE_12557	0.941
YQE_04951	YQE_04593	0.941
YQE_04951	YQE_00343	0.941
YQE_04951	YQE_05045	0.941
YQE_04951	YQE_02458	0.941
YQE_04960	YQE_12265	0.941
YQE_04960	YQE_06569	0.941
YQE_04960	YQE_08985	0.941
YQE_04960	YQE_07653	0.941
YQE_04960	YQE_04593	0.941
YQE_04960	YQE_06276	0.941
YQE_04960	YQE_09357	0.941
YQE_04963	YQE_06923	0.941
YQE_04969	YQE_08531	0.941
YQE_00909	YQE_11700	0.941
YQE_00909	YQE_08338	0.941
YQE_00909	YQE_01572	0.941
YQE_00909	YQE_00037	0.941
YQE_00909	YQE_01911	0.941
YQE_00909	YQE_03562	0.941
YQE_10124	YQE_04217	0.941
YQE_10124	YQE_05066	0.941
YQE_10126	YQE_11670	0.941
YQE_10126	YQE_11603	0.941
YQE_10134	YQE_06736	0.941
YQE_10152	YQE_01010	0.941
YQE_07359	YQE_08291	0.941
YQE_05721	YQE_09560	0.941
YQE_05721	YQE_03603	0.941
YQE_05721	YQE_02408	0.941
YQE_05721	YQE_00343	0.941
YQE_05721	YQE_08687	0.941
YQE_05721	YQE_09990	0.941
YQE_04717	YQE_05082	0.941
YQE_00445	YQE_00187	0.941
YQE_00445	YQE_00573	0.941
YQE_01734	YQE_06530	0.941
YQE_02608	YQE_00884	0.941
YQE_02608	YQE_06351	0.941
YQE_02608	YQE_01644	0.941
YQE_02608	YQE_12977	0.941
YQE_02535	YQE_01186	0.941
YQE_00469	YQE_00121	0.941
YQE_00469	YQE_12150	0.941
YQE_02987	YQE_11897	0.941
YQE_02987	YQE_00573	0.941
YQE_03353	YQE_11235	0.941
YQE_03353	YQE_10508	0.941
YQE_03353	YQE_01197	0.941
YQE_03353	YQE_11473	0.941
YQE_03353	YQE_04712	0.941
YQE_03353	YQE_04714	0.941
YQE_03353	YQE_09643	0.941
YQE_03353	YQE_11958	0.941
YQE_05031	YQE_01542	0.941
YQE_05034	YQE_06667	0.941
YQE_05034	YQE_07828	0.941
YQE_02121	YQE_05801	0.941
YQE_02121	YQE_02011	0.941
YQE_02121	YQE_01328	0.941
YQE_02121	YQE_11974	0.941
YQE_02125	YQE_04917	0.941
YQE_02125	YQE_04918	0.941
YQE_02125	YQE_04593	0.941
YQE_02125	YQE_11769	0.941
YQE_02126	YQE_11224	0.941
YQE_02126	YQE_05072	0.941
YQE_02126	YQE_03331	0.941
YQE_02135	YQE_05072	0.941
YQE_02144	YQE_09636	0.941
YQE_02144	YQE_07756	0.941
YQE_02144	YQE_05698	0.941
YQE_02144	YQE_11780	0.941
YQE_02145	YQE_10793	0.941
YQE_02145	YQE_07113	0.941
YQE_02145	YQE_10552	0.941
YQE_02145	YQE_06808	0.941
YQE_02145	YQE_06241	0.941
YQE_02145	YQE_02629	0.941
YQE_06451	YQE_06614	0.941
YQE_06451	YQE_02336	0.941
YQE_06451	YQE_09868	0.941
YQE_06451	YQE_03380	0.941
YQE_04900	YQE_02811	0.941
YQE_04901	YQE_07935	0.941
YQE_11252	YQE_09161	0.941
YQE_10316	YQE_05877	0.941
YQE_10316	YQE_09705	0.941
YQE_10331	YQE_07280	0.941
YQE_12672	YQE_10772	0.941
YQE_12672	YQE_08006	0.941
YQE_12672	YQE_09438	0.941
YQE_12672	YQE_04421	0.941
YQE_12674	YQE_02449	0.941
YQE_12676	YQE_12555	0.941
YQE_12682	YQE_01900	0.941
YQE_12682	YQE_05297	0.941
YQE_12683	YQE_07531	0.941
YQE_12691	YQE_06937	0.941
YQE_12691	YQE_13077	0.941
YQE_12694	YQE_05281	0.941
YQE_12703	YQE_01288	0.941
YQE_12703	YQE_12913	0.941
YQE_12705	YQE_08743	0.941
YQE_12705	YQE_04780	0.941
YQE_12711	YQE_09832	0.941
YQE_12711	YQE_06174	0.941
YQE_12712	YQE_09334	0.941
YQE_12716	YQE_11300	0.941
YQE_12716	YQE_09131	0.941
YQE_12717	YQE_05985	0.941
YQE_12722	YQE_12723	0.941
YQE_12722	YQE_07452	0.941
YQE_12729	YQE_05689	0.941
YQE_12729	YQE_08985	0.941
YQE_12729	YQE_05176	0.941
YQE_12729	YQE_08858	0.941
YQE_12729	YQE_05117	0.941
YQE_12729	YQE_11100	0.941
YQE_12729	YQE_06498	0.941
YQE_12729	YQE_10949	0.941
YQE_12729	YQE_09176	0.941
YQE_12729	YQE_07105	0.941
YQE_12729	YQE_00443	0.941
YQE_12734	YQE_03018	0.941
YQE_12737	YQE_06627	0.941
YQE_12753	YQE_00960	0.941
YQE_12754	YQE_10690	0.941
YQE_12754	YQE_08824	0.941
YQE_12754	YQE_04025	0.941
YQE_12754	YQE_07372	0.941
YQE_12754	YQE_11149	0.941
YQE_12754	YQE_08160	0.941
YQE_12761	YQE_03821	0.941
YQE_12767	YQE_05291	0.941
YQE_12768	YQE_11828	0.941
YQE_12777	YQE_07676	0.941
YQE_12783	YQE_06660	0.941
YQE_12783	YQE_06704	0.941
YQE_12783	YQE_07294	0.941
YQE_12783	YQE_09470	0.941
YQE_02609	YQE_11663	0.941
YQE_02609	YQE_06945	0.941
YQE_02609	YQE_10964	0.941
YQE_02610	YQE_11733	0.941
YQE_02610	YQE_05718	0.941
YQE_02610	YQE_05621	0.941
YQE_02610	YQE_12216	0.941
YQE_03905	YQE_06377	0.941
YQE_03912	YQE_00354	0.941
YQE_03912	YQE_08687	0.941
YQE_00884	YQE_06050	0.941
YQE_09560	YQE_13043	0.941
YQE_09560	YQE_05704	0.941
YQE_09560	YQE_07618	0.941
YQE_09560	YQE_04751	0.941
YQE_09560	YQE_04593	0.941
YQE_09560	YQE_11812	0.941
YQE_09560	YQE_12906	0.941
YQE_09560	YQE_00443	0.941
YQE_12590	YQE_07996	0.941
YQE_12590	YQE_00283	0.941
YQE_12590	YQE_03166	0.941
YQE_12590	YQE_08443	0.941
YQE_12592	YQE_07486	0.941
YQE_12592	YQE_12971	0.941
YQE_12595	YQE_02879	0.941
YQE_12596	YQE_05288	0.941
