gene1	gene2	SP
YQE_06569	YQE_10284	0.912
YQE_06569	YQE_03281	0.912
YQE_06569	YQE_07729	0.912
YQE_06569	YQE_08458	0.912
YQE_06569	YQE_11812	0.912
YQE_06569	YQE_05632	0.912
YQE_06569	YQE_04995	0.912
YQE_06569	YQE_00464	0.912
YQE_06575	YQE_04149	0.912
YQE_06576	YQE_06590	0.912
YQE_06576	YQE_02726	0.912
YQE_06576	YQE_08709	0.912
YQE_06576	YQE_08742	0.912
YQE_06576	YQE_04877	0.912
YQE_06576	YQE_00724	0.912
YQE_06576	YQE_03527	0.912
YQE_06576	YQE_11812	0.912
YQE_06576	YQE_09176	0.912
YQE_06576	YQE_09214	0.912
YQE_06576	YQE_05388	0.912
YQE_06578	YQE_07805	0.912
YQE_06578	YQE_05044	0.912
YQE_06578	YQE_12091	0.912
YQE_06589	YQE_12424	0.912
YQE_06589	YQE_02766	0.912
YQE_06589	YQE_06658	0.912
YQE_06589	YQE_02655	0.912
YQE_06589	YQE_07566	0.912
YQE_06589	YQE_02743	0.912
YQE_06589	YQE_09303	0.912
YQE_06589	YQE_01992	0.912
YQE_06590	YQE_06453	0.912
YQE_06590	YQE_08354	0.912
YQE_06590	YQE_05880	0.912
YQE_06590	YQE_12557	0.912
YQE_06590	YQE_09313	0.912
YQE_06590	YQE_01289	0.912
YQE_06590	YQE_02458	0.912
YQE_06595	YQE_03419	0.912
YQE_06595	YQE_02922	0.912
YQE_06595	YQE_09088	0.912
YQE_02726	YQE_05672	0.912
YQE_02726	YQE_02586	0.912
YQE_02726	YQE_05115	0.912
YQE_02726	YQE_10072	0.912
YQE_02726	YQE_10205	0.912
YQE_02726	YQE_05045	0.912
YQE_02594	YQE_02903	0.912
YQE_02594	YQE_04749	0.912
YQE_02594	YQE_01798	0.912
YQE_02594	YQE_00104	0.912
YQE_09466	YQE_00893	0.912
YQE_08062	YQE_08100	0.912
YQE_08062	YQE_06253	0.912
YQE_08063	YQE_05889	0.912
YQE_08080	YQE_11471	0.912
YQE_08094	YQE_03527	0.912
YQE_08096	YQE_05788	0.912
YQE_08100	YQE_04919	0.912
YQE_08100	YQE_06736	0.912
YQE_08100	YQE_08985	0.912
YQE_08100	YQE_09001	0.912
YQE_08100	YQE_00207	0.912
YQE_08100	YQE_02011	0.912
YQE_08100	YQE_10577	0.912
YQE_08100	YQE_05456	0.912
YQE_08100	YQE_03527	0.912
YQE_08102	YQE_05471	0.912
YQE_08102	YQE_08233	0.912
YQE_08102	YQE_07294	0.912
YQE_08102	YQE_03510	0.912
YQE_08102	YQE_10909	0.912
YQE_08106	YQE_03336	0.912
YQE_08106	YQE_11293	0.912
YQE_08106	YQE_04861	0.912
YQE_08106	YQE_02472	0.912
YQE_08110	YQE_05518	0.912
YQE_08111	YQE_08221	0.912
YQE_08111	YQE_06658	0.912
YQE_08111	YQE_06273	0.912
YQE_08115	YQE_04877	0.912
YQE_08117	YQE_12418	0.912
YQE_08117	YQE_05475	0.912
YQE_08117	YQE_06695	0.912
YQE_08117	YQE_11609	0.912
YQE_08117	YQE_11211	0.912
YQE_08117	YQE_03280	0.912
YQE_08117	YQE_06942	0.912
YQE_08117	YQE_03781	0.912
YQE_08117	YQE_01992	0.912
YQE_08122	YQE_12082	0.912
YQE_08123	YQE_08001	0.912
YQE_08123	YQE_10521	0.912
YQE_08123	YQE_01746	0.912
YQE_08123	YQE_00301	0.912
YQE_08123	YQE_02847	0.912
YQE_08123	YQE_12040	0.912
YQE_08124	YQE_06097	0.912
YQE_08132	YQE_01060	0.912
YQE_08132	YQE_04640	0.912
YQE_08132	YQE_04641	0.912
YQE_08133	YQE_09892	0.912
YQE_08140	YQE_00903	0.912
YQE_08140	YQE_07909	0.912
YQE_08140	YQE_09318	0.912
YQE_08140	YQE_05234	0.912
YQE_08140	YQE_05235	0.912
YQE_08144	YQE_08742	0.912
YQE_08144	YQE_08743	0.912
YQE_08144	YQE_00366	0.912
YQE_08144	YQE_09001	0.912
YQE_08144	YQE_02881	0.912
YQE_08144	YQE_06252	0.912
YQE_08144	YQE_06833	0.912
YQE_08144	YQE_02458	0.912
YQE_08152	YQE_05197	0.912
YQE_08155	YQE_08725	0.912
YQE_08155	YQE_09424	0.912
YQE_08155	YQE_06276	0.912
YQE_08155	YQE_09978	0.912
YQE_06000	YQE_00569	0.912
YQE_06000	YQE_04439	0.912
YQE_06000	YQE_11020	0.912
YQE_06003	YQE_03213	0.912
YQE_06003	YQE_09291	0.912
YQE_06012	YQE_10567	0.912
YQE_06017	YQE_05699	0.912
YQE_06017	YQE_01886	0.912
YQE_06027	YQE_07007	0.912
YQE_06027	YQE_12242	0.912
YQE_06028	YQE_01357	0.912
YQE_06028	YQE_03066	0.912
YQE_06028	YQE_01235	0.912
YQE_06028	YQE_03339	0.912
YQE_06029	YQE_11589	0.912
YQE_06029	YQE_00706	0.912
YQE_06029	YQE_02458	0.912
YQE_06029	YQE_02471	0.912
YQE_06030	YQE_08602	0.912
YQE_03335	YQE_09438	0.912
YQE_03335	YQE_05856	0.912
YQE_03335	YQE_07321	0.912
YQE_03337	YQE_13087	0.912
YQE_03338	YQE_06688	0.912
YQE_03338	YQE_11603	0.912
YQE_03338	YQE_11619	0.912
YQE_03338	YQE_07456	0.912
YQE_03338	YQE_10556	0.912
YQE_10284	YQE_09000	0.912
YQE_10285	YQE_07853	0.912
YQE_10288	YQE_12228	0.912
YQE_03900	YQE_06736	0.912
YQE_03900	YQE_09000	0.912
YQE_03900	YQE_07157	0.912
YQE_03900	YQE_03984	0.912
YQE_03900	YQE_10249	0.912
YQE_03900	YQE_02011	0.912
YQE_03900	YQE_05273	0.912
YQE_00274	YQE_00816	0.912
YQE_00277	YQE_07399	0.912
YQE_00277	YQE_02928	0.912
YQE_00277	YQE_10624	0.912
YQE_00277	YQE_09086	0.912
YQE_00277	YQE_12837	0.912
YQE_00277	YQE_10964	0.912
YQE_02303	YQE_01964	0.912
YQE_02303	YQE_07625	0.912
YQE_02305	YQE_09472	0.912
YQE_02305	YQE_11040	0.912
YQE_02305	YQE_01329	0.912
YQE_02305	YQE_03067	0.912
YQE_02305	YQE_07723	0.912
YQE_02305	YQE_08160	0.912
YQE_02305	YQE_08161	0.912
YQE_02305	YQE_12906	0.912
YQE_02305	YQE_05066	0.912
YQE_00180	YQE_01871	0.912
YQE_00181	YQE_11474	0.912
YQE_06453	YQE_02827	0.912
YQE_06453	YQE_10249	0.912
YQE_06453	YQE_12559	0.912
YQE_06453	YQE_03463	0.912
YQE_06453	YQE_06253	0.912
YQE_06453	YQE_09260	0.912
YQE_06453	YQE_06355	0.912
YQE_06453	YQE_09990	0.912
YQE_06453	YQE_08498	0.912
YQE_06454	YQE_12391	0.912
YQE_06454	YQE_06720	0.912
YQE_06455	YQE_00453	0.912
YQE_02426	YQE_01440	0.912
YQE_02428	YQE_04214	0.912
YQE_02428	YQE_13077	0.912
YQE_05011	YQE_05082	0.912
YQE_12278	YQE_12279	0.912
YQE_12278	YQE_03298	0.912
YQE_12279	YQE_11501	0.912
YQE_12279	YQE_10552	0.912
YQE_12281	YQE_04421	0.912
YQE_12281	YQE_05386	0.912
YQE_12283	YQE_05522	0.912
YQE_12286	YQE_05878	0.912
YQE_12288	YQE_09794	0.912
YQE_12290	YQE_01739	0.912
YQE_12294	YQE_02333	0.912
YQE_12294	YQE_11512	0.912
YQE_12294	YQE_05044	0.912
YQE_12294	YQE_02448	0.912
YQE_12295	YQE_04795	0.912
YQE_12295	YQE_06814	0.912
YQE_12295	YQE_09440	0.912
YQE_12296	YQE_00468	0.912
YQE_12296	YQE_01871	0.912
YQE_12303	YQE_09832	0.912
YQE_12307	YQE_07205	0.912
YQE_12308	YQE_08782	0.912
YQE_12308	YQE_11281	0.912
YQE_12308	YQE_07880	0.912
YQE_12308	YQE_10080	0.912
YQE_12309	YQE_02341	0.912
YQE_12311	YQE_08200	0.912
YQE_12311	YQE_07415	0.912
YQE_12311	YQE_05223	0.912
YQE_12311	YQE_07572	0.912
YQE_12311	YQE_05900	0.912
YQE_12311	YQE_12551	0.912
YQE_12311	YQE_05609	0.912
YQE_12312	YQE_06605	0.912
YQE_12312	YQE_02878	0.912
YQE_12317	YQE_05527	0.912
YQE_12317	YQE_03241	0.912
YQE_12318	YQE_08699	0.912
YQE_12319	YQE_07613	0.912
YQE_12323	YQE_02762	0.912
YQE_12325	YQE_00228	0.912
YQE_12326	YQE_06736	0.912
YQE_12326	YQE_00960	0.912
YQE_12326	YQE_12555	0.912
YQE_12333	YQE_10470	0.912
YQE_12334	YQE_03762	0.912
YQE_12337	YQE_06083	0.912
YQE_12337	YQE_09672	0.912
YQE_12338	YQE_05190	0.912
YQE_12340	YQE_03124	0.912
YQE_12340	YQE_09705	0.912
YQE_12347	YQE_00150	0.912
YQE_12349	YQE_04341	0.912
YQE_12353	YQE_08222	0.912
YQE_12353	YQE_05386	0.912
YQE_12353	YQE_02460	0.912
YQE_12354	YQE_08054	0.912
YQE_12355	YQE_10831	0.912
YQE_12365	YQE_10259	0.912
YQE_12365	YQE_00866	0.912
YQE_12380	YQE_10349	0.912
YQE_12380	YQE_02211	0.912
YQE_12389	YQE_09086	0.912
YQE_12389	YQE_09303	0.912
YQE_12389	YQE_02629	0.912
YQE_12389	YQE_01992	0.912
YQE_12391	YQE_04914	0.912
YQE_12391	YQE_04061	0.912
YQE_12392	YQE_05805	0.912
YQE_12393	YQE_03969	0.912
YQE_12393	YQE_00354	0.912
YQE_12393	YQE_04751	0.912
YQE_12393	YQE_04828	0.912
YQE_12393	YQE_02011	0.912
YQE_12393	YQE_05665	0.912
YQE_12393	YQE_05322	0.912
YQE_12393	YQE_00343	0.912
YQE_12393	YQE_02458	0.912
YQE_12394	YQE_09721	0.912
YQE_12394	YQE_09478	0.912
YQE_12394	YQE_00176	0.912
YQE_12394	YQE_07797	0.912
YQE_12394	YQE_03281	0.912
YQE_12394	YQE_07050	0.912
YQE_12394	YQE_06276	0.912
YQE_12394	YQE_08160	0.912
YQE_12395	YQE_09472	0.912
YQE_12395	YQE_02272	0.912
YQE_12395	YQE_10627	0.912
YQE_12395	YQE_11100	0.912
YQE_12418	YQE_06685	0.912
YQE_12418	YQE_07406	0.912
YQE_12418	YQE_07205	0.912
YQE_12420	YQE_07399	0.912
YQE_12420	YQE_03443	0.912
YQE_12420	YQE_09477	0.912
YQE_12420	YQE_11227	0.912
YQE_12420	YQE_07805	0.912
YQE_12420	YQE_10556	0.912
YQE_12420	YQE_07321	0.912
YQE_12420	YQE_10232	0.912
YQE_12420	YQE_01028	0.912
YQE_12422	YQE_07016	0.912
YQE_12423	YQE_05204	0.912
YQE_12423	YQE_00855	0.912
YQE_12423	YQE_05609	0.912
YQE_12423	YQE_09996	0.912
YQE_12424	YQE_07566	0.912
YQE_12424	YQE_07613	0.912
YQE_12424	YQE_03190	0.912
YQE_12426	YQE_01544	0.912
YQE_12426	YQE_03329	0.912
YQE_12428	YQE_03760	0.912
YQE_12433	YQE_09416	0.912
YQE_12433	YQE_10314	0.912
YQE_12433	YQE_07819	0.912
YQE_03851	YQE_02578	0.912
YQE_00120	YQE_00881	0.912
YQE_00120	YQE_07649	0.912
YQE_00120	YQE_11812	0.912
YQE_02952	YQE_09310	0.912
YQE_02952	YQE_04735	0.912
YQE_02765	YQE_01719	0.912
YQE_02766	YQE_11603	0.912
YQE_02766	YQE_02924	0.912
YQE_02766	YQE_09328	0.912
YQE_02766	YQE_05386	0.912
YQE_02766	YQE_12838	0.912
YQE_02768	YQE_00918	0.912
YQE_03180	YQE_10054	0.912
YQE_03181	YQE_08008	0.912
YQE_03181	YQE_09199	0.912
YQE_03402	YQE_06736	0.912
YQE_03402	YQE_08046	0.912
YQE_03402	YQE_04856	0.912
YQE_03402	YQE_07689	0.912
YQE_03402	YQE_10947	0.912
YQE_03402	YQE_09821	0.912
YQE_03403	YQE_09977	0.912
YQE_03403	YQE_00058	0.912
YQE_01717	YQE_02639	0.912
YQE_01717	YQE_05324	0.912
YQE_08709	YQE_11357	0.912
YQE_08709	YQE_03969	0.912
YQE_08709	YQE_07921	0.912
YQE_08709	YQE_04317	0.912
YQE_08709	YQE_10989	0.912
YQE_08711	YQE_08624	0.912
YQE_08727	YQE_05545	0.912
YQE_08727	YQE_12985	0.912
YQE_08732	YQE_07167	0.912
YQE_08732	YQE_04800	0.912
YQE_08732	YQE_05806	0.912
YQE_08732	YQE_04614	0.912
YQE_08732	YQE_11410	0.912
YQE_08732	YQE_03832	0.912
YQE_08732	YQE_12490	0.912
YQE_08734	YQE_09996	0.912
YQE_08736	YQE_05876	0.912
YQE_08739	YQE_05272	0.912
YQE_08742	YQE_06692	0.912
YQE_08742	YQE_03969	0.912
YQE_08742	YQE_11922	0.912
YQE_08742	YQE_05117	0.912
YQE_08742	YQE_06253	0.912
YQE_08742	YQE_02876	0.912
YQE_08742	YQE_05045	0.912
YQE_08743	YQE_05704	0.912
YQE_08743	YQE_02883	0.912
YQE_08743	YQE_08540	0.912
YQE_08750	YQE_05599	0.912
YQE_08751	YQE_10877	0.912
YQE_08752	YQE_09309	0.912
YQE_08754	YQE_02446	0.912
YQE_08760	YQE_09578	0.912
YQE_08760	YQE_10582	0.912
YQE_08760	YQE_00085	0.912
YQE_08768	YQE_01372	0.912
YQE_08768	YQE_00749	0.912
YQE_08774	YQE_04911	0.912
YQE_08775	YQE_01746	0.912
YQE_08775	YQE_04873	0.912
YQE_08779	YQE_12809	0.912
YQE_08802	YQE_08918	0.912
YQE_08807	YQE_01483	0.912
YQE_08807	YQE_11199	0.912
YQE_08807	YQE_04083	0.912
YQE_08807	YQE_02387	0.912
YQE_08807	YQE_07320	0.912
YQE_08813	YQE_07996	0.912
YQE_08813	YQE_00366	0.912
YQE_08813	YQE_04027	0.912
YQE_08813	YQE_00283	0.912
YQE_08813	YQE_05889	0.912
YQE_08813	YQE_11265	0.912
YQE_08813	YQE_02878	0.912
YQE_08813	YQE_01289	0.912
YQE_08813	YQE_05299	0.912
YQE_08813	YQE_12906	0.912
YQE_08813	YQE_09643	0.912
YQE_08813	YQE_09645	0.912
YQE_08821	YQE_06605	0.912
YQE_08821	YQE_11232	0.912
YQE_08821	YQE_07876	0.912
YQE_08821	YQE_12502	0.912
YQE_08824	YQE_00608	0.912
YQE_08824	YQE_07452	0.912
YQE_08824	YQE_02417	0.912
YQE_08824	YQE_11251	0.912
YQE_08824	YQE_09001	0.912
YQE_08824	YQE_03984	0.912
YQE_08824	YQE_10627	0.912
YQE_08824	YQE_00706	0.912
YQE_08824	YQE_01417	0.912
YQE_08824	YQE_06834	0.912
YQE_08825	YQE_09736	0.912
YQE_08825	YQE_03977	0.912
YQE_08825	YQE_07876	0.912
YQE_08828	YQE_09634	0.912
YQE_08828	YQE_00620	0.912
YQE_08828	YQE_10908	0.912
YQE_08830	YQE_03244	0.912
YQE_08982	YQE_11484	0.912
YQE_04793	YQE_02642	0.912
YQE_04793	YQE_01817	0.912
YQE_04795	YQE_01479	0.912
YQE_04796	YQE_11918	0.912
YQE_04796	YQE_03246	0.912
YQE_04796	YQE_01871	0.912
YQE_04796	YQE_06370	0.912
YQE_00921	YQE_06685	0.912
YQE_00921	YQE_09065	0.912
YQE_00922	YQE_06631	0.912
YQE_02231	YQE_02006	0.912
YQE_00446	YQE_04541	0.912
YQE_00388	YQE_06601	0.912
YQE_00388	YQE_08319	0.912
YQE_09735	YQE_00367	0.912
YQE_09735	YQE_07157	0.912
YQE_09735	YQE_03374	0.912
YQE_09735	YQE_11265	0.912
YQE_09735	YQE_04301	0.912
YQE_09735	YQE_00493	0.912
YQE_09735	YQE_09978	0.912
YQE_09736	YQE_02250	0.912
YQE_09736	YQE_11306	0.912
YQE_09736	YQE_04244	0.912
YQE_09736	YQE_05815	0.912
YQE_09736	YQE_11473	0.912
YQE_09736	YQE_01799	0.912
YQE_09736	YQE_01290	0.912
YQE_09737	YQE_04917	0.912
YQE_09737	YQE_04919	0.912
YQE_09737	YQE_06692	0.912
YQE_09737	YQE_02250	0.912
YQE_09737	YQE_05142	0.912
YQE_09737	YQE_05117	0.912
YQE_09690	YQE_12490	0.912
YQE_01163	YQE_00552	0.912
YQE_01163	YQE_00610	0.912
YQE_01753	YQE_02440	0.912
YQE_01758	YQE_10578	0.912
YQE_01758	YQE_04421	0.912
YQE_09661	YQE_02336	0.912
YQE_09661	YQE_05142	0.912
YQE_09661	YQE_04360	0.912
YQE_09661	YQE_06116	0.912
YQE_09661	YQE_05534	0.912
YQE_09661	YQE_09056	0.912
YQE_09668	YQE_02922	0.912
YQE_09668	YQE_02778	0.912
YQE_11422	YQE_04171	0.912
YQE_11437	YQE_01867	0.912
YQE_11443	YQE_11174	0.912
YQE_11443	YQE_05136	0.912
YQE_11443	YQE_04439	0.912
YQE_11443	YQE_04517	0.912
YQE_11444	YQE_04554	0.912
YQE_11445	YQE_00788	0.912
YQE_11449	YQE_02551	0.912
YQE_11449	YQE_00169	0.912
YQE_11450	YQE_04432	0.912
YQE_01823	YQE_01328	0.912
YQE_01823	YQE_10627	0.912
YQE_11566	YQE_06757	0.912
YQE_11566	YQE_03781	0.912
YQE_11566	YQE_11029	0.912
YQE_11579	YQE_10006	0.912
YQE_04658	YQE_04225	0.912
YQE_04658	YQE_00724	0.912
YQE_04661	YQE_03782	0.912
YQE_04671	YQE_12028	0.912
YQE_01500	YQE_01235	0.912
YQE_12246	YQE_09459	0.912
YQE_01257	YQE_00456	0.912
YQE_03756	YQE_05672	0.912
YQE_03756	YQE_07958	0.912
YQE_03756	YQE_00367	0.912
YQE_03756	YQE_07196	0.912
YQE_03756	YQE_04440	0.912
YQE_03756	YQE_05889	0.912
YQE_03756	YQE_03633	0.912
YQE_03756	YQE_07876	0.912
YQE_03756	YQE_05455	0.912
YQE_03756	YQE_09998	0.912
YQE_03758	YQE_02630	0.912
YQE_01378	YQE_09000	0.912
YQE_01378	YQE_07157	0.912
YQE_01378	YQE_04751	0.912
YQE_01378	YQE_05117	0.912
YQE_01378	YQE_08443	0.912
YQE_01380	YQE_05472	0.912
YQE_01168	YQE_03969	0.912
YQE_01168	YQE_09472	0.912
YQE_01168	YQE_09425	0.912
YQE_01168	YQE_04615	0.912
YQE_01168	YQE_05173	0.912
YQE_01168	YQE_04271	0.912
YQE_01168	YQE_10249	0.912
YQE_01168	YQE_05388	0.912
YQE_03598	YQE_06154	0.912
YQE_03599	YQE_09603	0.912
YQE_03603	YQE_01587	0.912
YQE_03603	YQE_00092	0.912
YQE_03603	YQE_05173	0.912
YQE_03603	YQE_05880	0.912
YQE_03603	YQE_09770	0.912
YQE_03603	YQE_09821	0.912
YQE_03603	YQE_06116	0.912
YQE_03603	YQE_06252	0.912
YQE_03603	YQE_02876	0.912
YQE_03603	YQE_12493	0.912
YQE_03603	YQE_08162	0.912
YQE_03603	YQE_01290	0.912
YQE_03603	YQE_05281	0.912
YQE_01394	YQE_01501	0.912
YQE_01394	YQE_06252	0.912
YQE_01014	YQE_04113	0.912
YQE_00134	YQE_11789	0.912
YQE_00773	YQE_04432	0.912
YQE_11063	YQE_03127	0.912
YQE_11063	YQE_02577	0.912
YQE_11063	YQE_00172	0.912
YQE_11069	YQE_11226	0.912
YQE_11069	YQE_11948	0.912
YQE_11069	YQE_02629	0.912
YQE_09376	YQE_05183	0.912
YQE_09376	YQE_12051	0.912
YQE_09392	YQE_11265	0.912
YQE_09392	YQE_12459	0.912
YQE_09392	YQE_12824	0.912
YQE_09392	YQE_08687	0.912
YQE_09395	YQE_07842	0.912
YQE_09396	YQE_10378	0.912
YQE_09396	YQE_04225	0.912
YQE_09396	YQE_05955	0.912
YQE_09401	YQE_08559	0.912
YQE_09405	YQE_08392	0.912
YQE_09405	YQE_12968	0.912
YQE_09409	YQE_01967	0.912
YQE_09416	YQE_10662	0.912
YQE_09416	YQE_06369	0.912
YQE_09416	YQE_09940	0.912
YQE_09418	YQE_10846	0.912
YQE_01077	YQE_04439	0.912
YQE_01077	YQE_00503	0.912
YQE_01077	YQE_09865	0.912
YQE_01077	YQE_00745	0.912
YQE_03415	YQE_11029	0.912
YQE_03419	YQE_06688	0.912
YQE_03419	YQE_04852	0.912
YQE_03419	YQE_06227	0.912
YQE_03419	YQE_09208	0.912
YQE_03420	YQE_04852	0.912
YQE_03425	YQE_09636	0.912
YQE_03425	YQE_11884	0.912
YQE_03425	YQE_10552	0.912
YQE_00686	YQE_00366	0.912
YQE_00686	YQE_05887	0.912
YQE_00686	YQE_01137	0.912
YQE_00686	YQE_09200	0.912
YQE_05672	YQE_04435	0.912
YQE_05672	YQE_03989	0.912
YQE_05672	YQE_01546	0.912
YQE_05672	YQE_09260	0.912
YQE_01202	YQE_04917	0.912
YQE_01202	YQE_04220	0.912
YQE_01202	YQE_04025	0.912
YQE_01202	YQE_07723	0.912
YQE_01202	YQE_08443	0.912
YQE_01202	YQE_08160	0.912
YQE_01202	YQE_01289	0.912
YQE_01202	YQE_12056	0.912
YQE_00833	YQE_04068	0.912
YQE_00833	YQE_00622	0.912
YQE_00833	YQE_04530	0.912
YQE_00103	YQE_00684	0.912
YQE_00103	YQE_07678	0.912
YQE_00103	YQE_11265	0.912
YQE_00103	YQE_09260	0.912
YQE_00103	YQE_01289	0.912
YQE_02704	YQE_06789	0.912
YQE_02249	YQE_07446	0.912
YQE_02249	YQE_09431	0.912
YQE_02249	YQE_05170	0.912
YQE_02249	YQE_03565	0.912
YQE_02249	YQE_01499	0.912
YQE_05471	YQE_10349	0.912
YQE_05471	YQE_05145	0.912
YQE_05471	YQE_03297	0.912
YQE_05471	YQE_09131	0.912
YQE_05471	YQE_12969	0.912
YQE_05475	YQE_03262	0.912
YQE_05475	YQE_01970	0.912
YQE_05475	YQE_04421	0.912
YQE_05475	YQE_02742	0.912
YQE_05475	YQE_06189	0.912
YQE_05478	YQE_04091	0.912
YQE_05478	YQE_00301	0.912
YQE_05480	YQE_06174	0.912
YQE_05486	YQE_02777	0.912
YQE_05486	YQE_12039	0.912
YQE_05487	YQE_09166	0.912
YQE_05487	YQE_05409	0.912
YQE_05491	YQE_01995	0.912
YQE_04912	YQE_06221	0.912
YQE_04912	YQE_05737	0.912
YQE_04914	YQE_03030	0.912
YQE_04914	YQE_09813	0.912
YQE_04914	YQE_12045	0.912
YQE_04917	YQE_06623	0.912
YQE_04917	YQE_12559	0.912
YQE_04917	YQE_02011	0.912
YQE_04917	YQE_03319	0.912
YQE_04917	YQE_11265	0.912
YQE_04917	YQE_09063	0.912
YQE_04917	YQE_05299	0.912
YQE_04917	YQE_09645	0.912
YQE_04917	YQE_08687	0.912
YQE_04917	YQE_08531	0.912
YQE_04918	YQE_10919	0.912
YQE_04918	YQE_01328	0.912
YQE_04918	YQE_07827	0.912
YQE_04918	YQE_03319	0.912
YQE_04918	YQE_10054	0.912
YQE_04918	YQE_03527	0.912
YQE_04918	YQE_08162	0.912
YQE_04918	YQE_05045	0.912
YQE_04918	YQE_08687	0.912
YQE_04919	YQE_07157	0.912
YQE_04919	YQE_09425	0.912
YQE_04919	YQE_04751	0.912
YQE_04919	YQE_11922	0.912
YQE_04919	YQE_06467	0.912
YQE_04919	YQE_09645	0.912
YQE_04919	YQE_11028	0.912
YQE_04919	YQE_09610	0.912
YQE_04921	YQE_05165	0.912
YQE_04921	YQE_11808	0.912
YQE_04922	YQE_08318	0.912
YQE_04923	YQE_10454	0.912
YQE_04923	YQE_04316	0.912
YQE_04923	YQE_03560	0.912
YQE_04928	YQE_04839	0.912
YQE_04928	YQE_00862	0.912
YQE_04930	YQE_07384	0.912
YQE_01774	YQE_00214	0.912
YQE_01777	YQE_10966	0.912
YQE_01778	YQE_03788	0.912
YQE_01779	YQE_08456	0.912
YQE_06471	YQE_03016	0.912
EMDPOG00000000096	YQE_08954	0.912
EMDPOG00000000096	YQE_10534	0.912
EMDPOG00000000096	YQE_04172	0.912
YQE_03866	YQE_09480	0.912
YQE_03866	YQE_10423	0.912
YQE_03866	YQE_09328	0.912
YQE_01357	YQE_00292	0.912
YQE_01357	YQE_00622	0.912
YQE_02563	YQE_11624	0.912
YQE_02563	YQE_07695	0.912
YQE_02564	YQE_01864	0.912
YQE_02564	YQE_06202	0.912
YQE_02564	YQE_06844	0.912
YQE_02566	YQE_00132	0.912
YQE_02566	YQE_00250	0.912
YQE_02566	YQE_00338	0.912
YQE_02567	YQE_09111	0.912
YQE_02568	YQE_11198	0.912
YQE_08200	YQE_10345	0.912
YQE_08200	YQE_07156	0.912
YQE_08200	YQE_12550	0.912
YQE_08200	YQE_09940	0.912
YQE_08201	YQE_00049	0.912
YQE_08205	YQE_01880	0.912
YQE_08205	YQE_00569	0.912
YQE_08205	YQE_01441	0.912
YQE_08205	YQE_03245	0.912
YQE_08205	YQE_11789	0.912
YQE_08205	YQE_09013	0.912
YQE_08206	YQE_07570	0.912
YQE_08206	YQE_03246	0.912
YQE_08208	YQE_06387	0.912
YQE_08208	YQE_05545	0.912
YQE_08209	YQE_12957	0.912
YQE_08220	YQE_02185	0.912
YQE_08220	YQE_06911	0.912
YQE_08221	YQE_06672	0.912
YQE_08221	YQE_06798	0.912
YQE_08221	YQE_08583	0.912
YQE_08222	YQE_04214	0.912
YQE_08222	YQE_06508	0.912
YQE_08222	YQE_12551	0.912
YQE_08222	YQE_07321	0.912
YQE_08222	YQE_02924	0.912
YQE_08222	YQE_10909	0.912
YQE_08223	YQE_02684	0.912
YQE_08223	YQE_02689	0.912
YQE_08223	YQE_10249	0.912
YQE_08223	YQE_02883	0.912
YQE_08226	YQE_05881	0.912
YQE_08227	YQE_06667	0.912
YQE_08233	YQE_01574	0.912
YQE_08233	YQE_09037	0.912
YQE_08233	YQE_01840	0.912
YQE_08233	YQE_05346	0.912
YQE_08235	YQE_10203	0.912
YQE_08248	YQE_03002	0.912
YQE_08251	YQE_11619	0.912
YQE_08251	YQE_07406	0.912
YQE_08251	YQE_07576	0.912
YQE_08251	YQE_10484	0.912
YQE_08251	YQE_09813	0.912
YQE_08254	YQE_09678	0.912
YQE_01483	YQE_00453	0.912
YQE_01483	YQE_11054	0.912
YQE_01483	YQE_02649	0.912
YQE_01483	YQE_05204	0.912
YQE_01483	YQE_10064	0.912
YQE_01483	YQE_06227	0.912
YQE_01483	YQE_01028	0.912
YQE_01487	YQE_00716	0.912
YQE_01487	YQE_06537	0.912
YQE_01487	YQE_06498	0.912
YQE_01487	YQE_07050	0.912
YQE_01487	YQE_03501	0.912
YQE_01487	YQE_00082	0.912
YQE_01487	YQE_05299	0.912
YQE_01487	YQE_12928	0.912
YQE_01487	YQE_09610	0.912
YQE_01487	YQE_00805	0.912
YQE_01487	YQE_04495	0.912
YQE_09632	YQE_03295	0.912
YQE_09634	YQE_08661	0.912
YQE_09634	YQE_03014	0.912
YQE_09636	YQE_01886	0.912
YQE_09638	YQE_04605	0.912
YQE_09638	YQE_03894	0.912
YQE_09638	YQE_02380	0.912
YQE_09638	YQE_00385	0.912
YQE_09691	YQE_11888	0.912
YQE_09703	YQE_04178	0.912
YQE_09703	YQE_00392	0.912
YQE_03124	YQE_11049	0.912
YQE_03124	YQE_06512	0.912
YQE_03126	YQE_05710	0.912
YQE_03128	YQE_02759	0.912
YQE_06598	YQE_03627	0.912
YQE_06602	YQE_05165	0.912
YQE_06602	YQE_12490	0.912
YQE_06605	YQE_00366	0.912
YQE_06605	YQE_09935	0.912
YQE_06605	YQE_05887	0.912
YQE_06605	YQE_11099	0.912
YQE_06605	YQE_08914	0.912
YQE_06608	YQE_00019	0.912
YQE_06609	YQE_06515	0.912
YQE_06609	YQE_01840	0.912
YQE_06610	YQE_01881	0.912
YQE_06612	YQE_05162	0.912
YQE_06613	YQE_12180	0.912
YQE_06614	YQE_07442	0.912
